DISABLED -- 2014  REIMBURSEMENT FOR COST CONTRACTS FOR PART A AND PART B BY STATE AND COUNTY OF RESIDENCE                        DATA CELLS WITH LESS THAN 11 BENEFICIARIES HAVE BEEN SUPRESSED FOR PRIVACY,,,,,,,,,,,
CODE,STATE,COUNTY,PART A TOTAL REIMBURSEMENT,PART A TOTAL REIMBURSEMENT W/O IME/DSH/GME,PART B TOTAL REIMBURSEMENT,,,,,,
31360,NEW JERSEY,SUSSEX,0,0,0,,,,,,
31370,NEW JERSEY,UNION,0,0,0,,,,,,
31390,NEW JERSEY,WARREN,0,0,0,,,,,,
32000,NEW MEXICO,BERNALILLO,0,0,0,,,,,,
32010,NEW MEXICO,CATRON,0,0,0,,,,,,
32020,NEW MEXICO,CHAVES,0,0,0,,,,,,
32025,NEW MEXICO,CIBOLA,0,0,0,,,,,,
32030,NEW MEXICO,COLFAX,0,0,0,,,,,,
32040,NEW MEXICO,CURRY,"10,775","10,461","35,795",,,,,,
32050,NEW MEXICO,DE BACA,0,0,0,,,,,,
32060,NEW MEXICO,DONA ANA,0,0,"1,846",,,,,,
32070,NEW MEXICO,EDDY,0,0,0,,,,,,
32080,NEW MEXICO,GRANT,0,0,0,,,,,,
32090,NEW MEXICO,GUADALUPE,0,0,0,,,,,,
32100,NEW MEXICO,HARDING,0,0,0,,,,,,
32110,NEW MEXICO,HIDALGO,0,0,0,,,,,,
32120,NEW MEXICO,LEA,0,0,0,,,,,,
32130,NEW MEXICO,LINCOLN,0,0,0,,,,,,
32131,NEW MEXICO,LOS ALAMOS,0,0,0,,,,,,
32140,NEW MEXICO,LUNA,0,0,0,,,,,,
32150,NEW MEXICO,MCKINLEY,0,0,0,,,,,,
32160,NEW MEXICO,MORA,0,0,0,,,,,,
32170,NEW MEXICO,OTERO,0,0,0,,,,,,
32180,NEW MEXICO,QUAY,0,0,0,,,,,,
32190,NEW MEXICO,RIO ARRIBA,0,0,0,,,,,,
32200,NEW MEXICO,ROOSEVELT,0,0,0,,,,,,
32210,NEW MEXICO,SANDOVAL,0,0,0,,,,,,
32220,NEW MEXICO,SAN JUAN,0,0,205,,,,,,
32230,NEW MEXICO,SAN MIGUEL,0,0,0,,,,,,
32240,NEW MEXICO,SANTA FE,0,0,0,,,,,,
32250,NEW MEXICO,SIERRA,0,0,0,,,,,,
32260,NEW MEXICO,SOCORRO,0,0,0,,,,,,
32270,NEW MEXICO,TAOS,0,0,0,,,,,,
32280,NEW MEXICO,TORRANCE,0,0,0,,,,,,
32290,NEW MEXICO,UNION,0,0,0,,,,,,
32300,NEW MEXICO,VALENCIA,0,0,"14,434",,,,,,
33000,NEW YORK,ALBANY,0,0,0,,,,,,
33010,NEW YORK,ALLEGANY,0,0,0,,,,,,
33020,NEW YORK,BRONX,"17,386","17,001","13,947",,,,,,
33030,NEW YORK,BROOME,0,0,0,,,,,,
33040,NEW YORK,CATTARAUGUS,0,0,0,,,,,,
33050,NEW YORK,CAYUGA,0,0,0,,,,,,
33060,NEW YORK,CHAUTAUQUA,0,0,0,,,,,,
33070,NEW YORK,CHEMUNG,0,0,0,,,,,,
33080,NEW YORK,CHENANGO,0,0,0,,,,,,
33090,NEW YORK,CLINTON,0,0,0,,,,,,
33200,NEW YORK,COLUMBIA,0,0,0,,,,,,
33210,NEW YORK,CORTLAND,0,0,0,,,,,,
33220,NEW YORK,DELAWARE,0,0,0,,,,,,
33230,NEW YORK,DUTCHESS,0,0,0,,,,,,
33240,NEW YORK,ERIE,0,0,119,,,,,,
33260,NEW YORK,ESSEX,0,0,0,,,,,,
33270,NEW YORK,FRANKLIN,0,0,0,,,,,,
33280,NEW YORK,FULTON,0,0,0,,,,,,
33290,NEW YORK,GENESEE,0,0,0,,,,,,
33300,NEW YORK,GREENE,0,0,0,,,,,,
33310,NEW YORK,HAMILTON,0,0,0,,,,,,
33320,NEW YORK,HERKIMER,0,0,0,,,,,,
33330,NEW YORK,JEFFERSON,0,0,0,,,,,,
33331,NEW YORK,KINGS,"193,172","175,176","43,596",,,,,,
33340,NEW YORK,LEWIS,0,0,0,,,,,,
33350,NEW YORK,LIVINGSTON,0,0,0,,,,,,
33360,NEW YORK,MADISON,0,0,0,,,,,,
33370,NEW YORK,MONROE,0,0,0,,,,,,
33380,NEW YORK,MONTGOMERY,0,0,0,,,,,,
33400,NEW YORK,NASSAU,0,0,"15,561",,,,,,
33420,NEW YORK,NEW YORK,"23,468","22,672","13,014",,,,,,
33500,NEW YORK,NIAGARA,0,0,0,,,,,,
33510,NEW YORK,ONEIDA,0,0,0,,,,,,
33520,NEW YORK,ONONDAGA,0,0,0,,,,,,
33530,NEW YORK,ONTARIO,0,0,0,,,,,,
33540,NEW YORK,ORANGE,0,0,0,,,,,,
33550,NEW YORK,ORLEANS,0,0,0,,,,,,
33560,NEW YORK,OSWEGO,0,0,0,,,,,,
33570,NEW YORK,OTSEGO,0,0,0,,,,,,
33580,NEW YORK,PUTNAM,0,0,0,,,,,,
33590,NEW YORK,QUEENS,0,0,"41,190",,,,,,
33600,NEW YORK,RENSSELAER,0,0,0,,,,,,
33610,NEW YORK,RICHMOND,0,0,"2,906",,,,,,
33620,NEW YORK,ROCKLAND,0,0,0,,,,,,
33630,NEW YORK,ST. LAWRENCE,0,0,0,,,,,,
33640,NEW YORK,SARATOGA,0,0,0,,,,,,
33650,NEW YORK,SCHENECTADY,0,0,0,,,,,,
33660,NEW YORK,SCHOHARIE,0,0,0,,,,,,
33670,NEW YORK,SCHUYLER,0,0,0,,,,,,
33680,NEW YORK,SENECA,0,0,0,,,,,,
33690,NEW YORK,STEUBEN,0,0,0,,,,,,
33700,NEW YORK,SUFFOLK,0,0,"2,934",,,,,,
33710,NEW YORK,SULLIVAN,0,0,0,,,,,,
33720,NEW YORK,TIOGA,0,0,0,,,,,,
33730,NEW YORK,TOMPKINS,0,0,0,,,,,,
33740,NEW YORK,ULSTER,0,0,0,,,,,,
33750,NEW YORK,WARREN,0,0,0,,,,,,
33760,NEW YORK,WASHINGTON,0,0,0,,,,,,
33770,NEW YORK,WAYNE,0,0,0,,,,,,
33800,NEW YORK,WESTCHESTER,0,0,0,,,,,,
33900,NEW YORK,WYOMING,0,0,0,,,,,,
33910,NEW YORK,YATES,0,0,0,,,,,,
34000,NORTH CAROLINA,ALAMANCE,0,0,0,,,,,,
34010,NORTH CAROLINA,ALEXANDER,0,0,0,,,,,,
34020,NORTH CAROLINA,ALLEGHANY,0,0,"2,303",,,,,,
34030,NORTH CAROLINA,ANSON,0,0,0,,,,,,
34040,NORTH CAROLINA,ASHE,0,0,0,,,,,,
34050,NORTH CAROLINA,AVERY,0,0,0,,,,,,
34060,NORTH CAROLINA,BEAUFORT,0,0,0,,,,,,
34070,NORTH CAROLINA,BERTIE,0,0,0,,,,,,
34080,NORTH CAROLINA,BLADEN,0,0,0,,,,,,
34090,NORTH CAROLINA,BRUNSWICK,0,0,"4,389",,,,,,
34100,NORTH CAROLINA,BUNCOMBE,"39,951","39,951","1,358",,,,,,
34110,NORTH CAROLINA,BURKE,0,0,"1,422",,,,,,
34120,NORTH CAROLINA,CABARRUS,0,0,"2,386",,,,,,
34130,NORTH CAROLINA,CALDWELL,0,0,"1,136",,,,,,
34140,NORTH CAROLINA,CAMDEN,0,0,0,,,,,,
34150,NORTH CAROLINA,CARTERET,0,0,0,,,,,,
34160,NORTH CAROLINA,CASWELL,0,0,0,,,,,,
34170,NORTH CAROLINA,CATAWBA,0,0,965,,,,,,
34180,NORTH CAROLINA,CHATHAM,0,0,0,,,,,,
34190,NORTH CAROLINA,CHEROKEE,0,0,0,,,,,,
34200,NORTH CAROLINA,CHOWAN,0,0,314,,,,,,
34210,NORTH CAROLINA,CLAY,0,0,0,,,,,,
34220,NORTH CAROLINA,CLEVELAND,0,0,0,,,,,,
34230,NORTH CAROLINA,COLUMBUS,0,0,0,,,,,,
34240,NORTH CAROLINA,CRAVEN,0,0,0,,,,,,
34250,NORTH CAROLINA,CUMBERLAND,0,0,303,,,,,,
34251,NORTH CAROLINA,CURRITUCK,0,0,0,,,,,,
34270,NORTH CAROLINA,DARE,0,0,"6,605",,,,,,
34280,NORTH CAROLINA,DAVIDSON,"98,765","91,537","17,827",,,,,,
34290,NORTH CAROLINA,DAVIE,0,0,0,,,,,,
34300,NORTH CAROLINA,DUPLIN,0,0,0,,,,,,
34310,NORTH CAROLINA,DURHAM,0,0,0,,,,,,
34320,NORTH CAROLINA,EDGECOMBE,0,0,0,,,,,,
34330,NORTH CAROLINA,FORSYTH,"18,133","17,536","9,636",,,,,,
34340,NORTH CAROLINA,FRANKLIN,0,0,0,,,,,,
34350,NORTH CAROLINA,GASTON,0,0,0,,,,,,
34360,NORTH CAROLINA,GATES,0,0,0,,,,,,
34370,NORTH CAROLINA,GRAHAM,0,0,0,,,,,,
34380,NORTH CAROLINA,GRANVILLE,0,0,0,,,,,,
34390,NORTH CAROLINA,GREENE,0,0,0,,,,,,
34400,NORTH CAROLINA,GUILFORD,0,0,88,,,,,,
34410,NORTH CAROLINA,HALIFAX,0,0,0,,,,,,
34420,NORTH CAROLINA,HARNETT,0,0,0,,,,,,
34430,NORTH CAROLINA,HAYWOOD,0,0,0,,,,,,
34440,NORTH CAROLINA,HENDERSON,0,0,377,,,,,,
34450,NORTH CAROLINA,HERTFORD,0,0,0,,,,,,
34460,NORTH CAROLINA,HOKE,0,0,0,,,,,,
34470,NORTH CAROLINA,HYDE,0,0,0,,,,,,
34480,NORTH CAROLINA,IREDELL,"53,675","52,438","33,902",,,,,,
34490,NORTH CAROLINA,JACKSON,0,0,0,,,,,,
34500,NORTH CAROLINA,JOHNSTON,0,0,0,,,,,,
34510,NORTH CAROLINA,JONES,0,0,0,,,,,,
34520,NORTH CAROLINA,LEE,0,0,0,,,,,,
34530,NORTH CAROLINA,LENOIR,0,0,0,,,,,,
34540,NORTH CAROLINA,LINCOLN,"53,196","52,245","2,461",,,,,,
34550,NORTH CAROLINA,MC DOWELL,0,0,0,,,,,,
34560,NORTH CAROLINA,MACON,0,0,0,,,,,,
34570,NORTH CAROLINA,MADISON,0,0,0,,,,,,
34580,NORTH CAROLINA,MARTIN,0,0,0,,,,,,
34590,NORTH CAROLINA,MECKLENBURG,0,0,"3,977",,,,,,
34600,NORTH CAROLINA,MITCHELL,0,0,0,,,,,,
34610,NORTH CAROLINA,MONTGOMERY,0,0,0,,,,,,
34620,NORTH CAROLINA,MOORE,"6,278","6,278","4,285",,,,,,
34630,NORTH CAROLINA,NASH,0,0,0,,,,,,
34640,NORTH CAROLINA,NEW HANOVER,0,0,"6,186",,,,,,
34650,NORTH CAROLINA,NORTHAMPTON,0,0,0,,,,,,
34660,NORTH CAROLINA,ONSLOW,0,0,0,,,,,,
34670,NORTH CAROLINA,ORANGE,0,0,0,,,,,,
34680,NORTH CAROLINA,PAMLICO,0,0,0,,,,,,
34690,NORTH CAROLINA,PASQUOTANK,0,0,"1,424",,,,,,
34700,NORTH CAROLINA,PENDER,0,0,0,,,,,,
34710,NORTH CAROLINA,PERQUIMANS,0,0,0,,,,,,
34720,NORTH CAROLINA,PERSON,0,0,0,,,,,,
34730,NORTH CAROLINA,PITT,0,0,0,,,,,,
34740,NORTH CAROLINA,POLK,0,0,0,,,,,,
34750,NORTH CAROLINA,RANDOLPH,0,0,"5,999",,,,,,
34760,NORTH CAROLINA,RICHMOND,"21,370","21,028","47,066",,,,,,
34770,NORTH CAROLINA,ROBESON,0,0,0,,,,,,
34780,NORTH CAROLINA,ROCKINGHAM,"45,527","45,071","7,865",,,,,,
34790,NORTH CAROLINA,ROWAN,"46,110","33,683","2,005",,,,,,
34800,NORTH CAROLINA,RUTHERFORD,0,0,0,,,,,,
34810,NORTH CAROLINA,SAMPSON,0,0,0,,,,,,
34820,NORTH CAROLINA,SCOTLAND,0,0,0,,,,,,
34830,NORTH CAROLINA,STANLY,0,0,"10,769",,,,,,
34840,NORTH CAROLINA,STOKES,"5,682","5,185",344,,,,,,
34850,NORTH CAROLINA,SURRY,0,0,0,,,,,,
34860,NORTH CAROLINA,SWAIN,0,0,0,,,,,,
34870,NORTH CAROLINA,TRANSYLVANIA,0,0,0,,,,,,
34880,NORTH CAROLINA,TYRRELL,0,0,0,,,,,,
34890,NORTH CAROLINA,UNION,0,0,0,,,,,,
34900,NORTH CAROLINA,VANCE,0,0,0,,,,,,
34910,NORTH CAROLINA,WAKE,0,0,0,,,,,,
34920,NORTH CAROLINA,WARREN,0,0,0,,,,,,
34930,NORTH CAROLINA,WASHINGTON,0,0,0,,,,,,
34940,NORTH CAROLINA,WATAUGA,0,0,0,,,,,,
34950,NORTH CAROLINA,WAYNE,0,0,0,,,,,,
34960,NORTH CAROLINA,WILKES,0,0,65,,,,,,
34970,NORTH CAROLINA,WILSON,0,0,0,,,,,,
34980,NORTH CAROLINA,YADKIN,0,0,0,,,,,,
34981,NORTH CAROLINA,YANCEY,0,0,0,,,,,,
35000,NORTH DAKOTA,ADAMS,0,0,369,,,,,,
35010,NORTH DAKOTA,BARNES,"40,207","40,207","10,380",,,,,,
35020,NORTH DAKOTA,BENSON,0,0,0,,,,,,
35030,NORTH DAKOTA,BILLINGS,*,*,*,,,,,,
35040,NORTH DAKOTA,BOTTINEAU,0,0,195,,,,,,
35050,NORTH DAKOTA,BOWMAN,0,0,609,,,,,,
35060,NORTH DAKOTA,BURKE,0,0,0,,,,,,
35070,NORTH DAKOTA,BURLEIGH,"272,819","269,629","151,906",,,,,,
35080,NORTH DAKOTA,CASS,"546,931","541,449","716,807",,,,,,
35090,NORTH DAKOTA,CAVALIER,0,0,"3,805",,,,,,
35100,NORTH DAKOTA,DICKEY,"8,242","8,206","6,140",,,,,,
35110,NORTH DAKOTA,DIVIDE,0,0,0,,,,,,
35120,NORTH DAKOTA,DUNN,"5,178","4,449","10,457",,,,,,
35130,NORTH DAKOTA,EDDY,0,0,0,,,,,,
35140,NORTH DAKOTA,EMMONS,"6,324","6,324","17,389",,,,,,
35150,NORTH DAKOTA,FOSTER,"26,215","26,215","4,576",,,,,,
35160,NORTH DAKOTA,GOLDEN VALLEY,0,0,0,,,,,,
35170,NORTH DAKOTA,GRAND FORKS,"102,951","102,163","254,373",,,,,,
35180,NORTH DAKOTA,GRANT,"4,743","4,357","27,458",,,,,,
35190,NORTH DAKOTA,GRIGGS,0,0,"1,333",,,,,,
35200,NORTH DAKOTA,HETTINGER,0,0,"21,644",,,,,,
35210,NORTH DAKOTA,KIDDER,0,0,"6,221",,,,,,
35220,NORTH DAKOTA,LA MOURE,"97,930","95,656","47,728",,,,,,
35230,NORTH DAKOTA,LOGAN,"13,285","12,792","35,790",,,,,,
35240,NORTH DAKOTA,MCHENRY,"62,853","62,569","43,358",,,,,,
35250,NORTH DAKOTA,MCINTOSH,0,0,"10,176",,,,,,
35260,NORTH DAKOTA,MCKENZIE,0,0,0,,,,,,
35270,NORTH DAKOTA,MCLEAN,"68,817","68,246","14,946",,,,,,
35280,NORTH DAKOTA,MERCER,"29,905","29,299","18,032",,,,,,
35290,NORTH DAKOTA,MORTON,"139,128","137,485","154,099",,,,,,
35300,NORTH DAKOTA,MOUNTRAIL,0,0,0,,,,,,
35310,NORTH DAKOTA,NELSON,0,0,"2,951",,,,,,
35320,NORTH DAKOTA,OLIVER,0,0,818,,,,,,
35330,NORTH DAKOTA,PEMBINA,"24,555","24,488","29,268",,,,,,
35340,NORTH DAKOTA,PIERCE,"58,901","58,846","178,152",,,,,,
35350,NORTH DAKOTA,RAMSEY,0,0,712,,,,,,
35360,NORTH DAKOTA,RANSOM,0,0,"16,943",,,,,,
35370,NORTH DAKOTA,RENVILLE,0,0,0,,,,,,
35380,NORTH DAKOTA,RICHLAND,"53,857","51,972","129,195",,,,,,
35390,NORTH DAKOTA,ROLETTE,0,0,0,,,,,,
35400,NORTH DAKOTA,SARGENT,0,0,"14,634",,,,,,
35410,NORTH DAKOTA,SHERIDAN,0,0,39,,,,,,
35420,NORTH DAKOTA,SIOUX,0,0,0,,,,,,
35430,NORTH DAKOTA,SLOPE,*,*,*,,,,,,
35440,NORTH DAKOTA,STARK,"78,542","77,252","55,218",,,,,,
35450,NORTH DAKOTA,STEELE,"49,559","47,656","41,087",,,,,,
35460,NORTH DAKOTA,STUTSMAN,"400,518","396,189","295,322",,,,,,
35470,NORTH DAKOTA,TOWNER,0,0,0,,,,,,
35480,NORTH DAKOTA,TRAILL,"7,375","7,375","10,382",,,,,,
35490,NORTH DAKOTA,WALSH,"13,111","13,058","27,484",,,,,,
35500,NORTH DAKOTA,WARD,"242,106","241,758","230,315",,,,,,
35510,NORTH DAKOTA,WELLS,0,0,0,,,,,,
35520,NORTH DAKOTA,WILLIAMS,0,0,0,,,,,,
36000,OHIO,ADAMS,0,0,0,,,,,,
36010,OHIO,ALLEN,0,0,0,,,,,,
36020,OHIO,ASHLAND,0,0,0,,,,,,
36030,OHIO,ASHTABULA,"13,199","13,199","8,968",,,,,,
36040,OHIO,ATHENS,0,0,0,,,,,,
36050,OHIO,AUGLAIZE,0,0,0,,,,,,
36060,OHIO,BELMONT,"20,560","18,052","17,239",,,,,,
36070,OHIO,BROWN,0,0,0,,,,,,
36080,OHIO,BUTLER,0,0,0,,,,,,
36090,OHIO,CARROLL,0,0,0,,,,,,
36100,OHIO,CHAMPAIGN,0,0,0,,,,,,
36110,OHIO,CLARK,0,0,0,,,,,,
36120,OHIO,CLERMONT,0,0,0,,,,,,
36130,OHIO,CLINTON,0,0,0,,,,,,
36140,OHIO,COLUMBIANA,0,0,0,,,,,,
36150,OHIO,COSHOCTON,0,0,0,,,,,,
36160,OHIO,CRAWFORD,0,0,0,,,,,,
36170,OHIO,CUYAHOGA,"2,021,987","1,917,079","849,152",,,,,,
36190,OHIO,DARKE,0,0,0,,,,,,
36200,OHIO,DEFIANCE,0,0,0,,,,,,
36210,OHIO,DELAWARE,0,0,0,,,,,,
36220,OHIO,ERIE,0,0,"1,244",,,,,,
36230,OHIO,FAIRFIELD,0,0,0,,,,,,
36240,OHIO,FAYETTE,0,0,0,,,,,,
36250,OHIO,FRANKLIN,"20,956","19,880","13,898",,,,,,
36260,OHIO,FULTON,0,0,137,,,,,,
36270,OHIO,GALLIA,0,0,"1,114",,,,,,
36280,OHIO,GEAUGA,"57,543","56,947","64,453",,,,,,
36290,OHIO,GREENE,0,0,0,,,,,,
36300,OHIO,GUERNSEY,0,0,0,,,,,,
36310,OHIO,HAMILTON,0,0,0,,,,,,
36330,OHIO,HANCOCK,0,0,0,,,,,,
36340,OHIO,HARDIN,0,0,0,,,,,,
36350,OHIO,HARRISON,"7,070","6,292","3,804",,,,,,
36360,OHIO,HENRY,0,0,0,,,,,,
36370,OHIO,HIGHLAND,0,0,0,,,,,,
36380,OHIO,HOCKING,0,0,0,,,,,,
36390,OHIO,HOLMES,0,0,0,,,,,,
36400,OHIO,HURON,0,0,"6,324",,,,,,
36410,OHIO,JACKSON,"29,382","29,382","13,838",,,,,,
36420,OHIO,JEFFERSON,0,0,0,,,,,,
36430,OHIO,KNOX,0,0,0,,,,,,
36440,OHIO,LAKE,"96,975","96,494","120,814",,,,,,
36450,OHIO,LAWRENCE,"106,373","103,343","29,157",,,,,,
36460,OHIO,LICKING,0,0,0,,,,,,
36470,OHIO,LOGAN,0,0,0,,,,,,
36480,OHIO,LORAIN,"259,769","252,810","211,973",,,,,,
36490,OHIO,LUCAS,0,0,0,,,,,,
36500,OHIO,MADISON,0,0,617,,,,,,
36510,OHIO,MAHONING,0,0,0,,,,,,
36520,OHIO,MARION,0,0,0,,,,,,
36530,OHIO,MEDINA,"134,183","128,499","78,898",,,,,,
36540,OHIO,MEIGS,0,0,320,,,,,,
36550,OHIO,MERCER,0,0,0,,,,,,
36560,OHIO,MIAMI,0,0,0,,,,,,
36570,OHIO,MONROE,0,0,0,,,,,,
36580,OHIO,MONTGOMERY,0,0,0,,,,,,
36590,OHIO,MORGAN,0,0,0,,,,,,
36600,OHIO,MORROW,0,0,0,,,,,,
36610,OHIO,MUSKINGUM,0,0,"2,619",,,,,,
36620,OHIO,NOBLE,0,0,0,,,,,,
36630,OHIO,OTTAWA,0,0,0,,,,,,
36640,OHIO,PAULDING,0,0,0,,,,,,
36650,OHIO,PERRY,0,0,426,,,,,,
36660,OHIO,PICKAWAY,0,0,0,,,,,,
36670,OHIO,PIKE,0,0,0,,,,,,
36680,OHIO,PORTAGE,"80,269","69,234","60,527",,,,,,
36690,OHIO,PREBLE,0,0,0,,,,,,
36700,OHIO,PUTNAM,"4,602","4,419","2,050",,,,,,
36710,OHIO,RICHLAND,0,0,"3,836",,,,,,
36720,OHIO,ROSS,0,0,0,,,,,,
36730,OHIO,SANDUSKY,0,0,0,,,,,,
36740,OHIO,SCIOTO,"18,625","18,135","11,264",,,,,,
36750,OHIO,SENECA,0,0,287,,,,,,
36760,OHIO,SHELBY,0,0,0,,,,,,
36770,OHIO,STARK,0,0,760,,,,,,
36780,OHIO,SUMMIT,"121,889","114,959","200,162",,,,,,
36790,OHIO,TRUMBULL,0,0,0,,,,,,
36800,OHIO,TUSCARAWAS,0,0,0,,,,,,
36810,OHIO,UNION,0,0,0,,,,,,
36820,OHIO,VAN WERT,0,0,951,,,,,,
36830,OHIO,VINTON,0,0,0,,,,,,
36840,OHIO,WARREN,0,0,0,,,,,,
36850,OHIO,WASHINGTON,0,0,"1,078",,,,,,
36860,OHIO,WAYNE,0,0,"2,369",,,,,,
36870,OHIO,WILLIAMS,"11,215","9,285","6,037",,,,,,
36880,OHIO,WOOD,0,0,0,,,,,,
36890,OHIO,WYANDOT,0,0,0,,,,,,
37000,OKLAHOMA,ADAIR,0,0,0,,,,,,
37010,OKLAHOMA,ALFALFA,0,0,0,,,,,,
37020,OKLAHOMA,ATOKA,0,0,0,,,,,,
37030,OKLAHOMA,BEAVER,0,0,0,,,,,,
37040,OKLAHOMA,BECKHAM,0,0,0,,,,,,
37050,OKLAHOMA,BLAINE,0,0,0,,,,,,
37060,OKLAHOMA,BRYAN,0,0,"7,394",,,,,,
37070,OKLAHOMA,CADDO,0,0,0,,,,,,
37080,OKLAHOMA,CANADIAN,0,0,247,,,,,,
37090,OKLAHOMA,CARTER,0,0,0,,,,,,
37100,OKLAHOMA,CHEROKEE,0,0,0,,,,,,
37110,OKLAHOMA,CHOCTAW,0,0,0,,,,,,
37120,OKLAHOMA,CIMARRON,0,0,0,,,,,,
37130,OKLAHOMA,CLEVELAND,0,0,"5,466",,,,,,
37140,OKLAHOMA,COAL,0,0,0,,,,,,
37150,OKLAHOMA,COMANCHE,0,0,0,,,,,,
37160,OKLAHOMA,COTTON,0,0,0,,,,,,
37170,OKLAHOMA,CRAIG,0,0,0,,,,,,
37180,OKLAHOMA,CREEK,0,0,0,,,,,,
37190,OKLAHOMA,CUSTER,0,0,0,,,,,,
37200,OKLAHOMA,DELAWARE,0,0,0,,,,,,
37210,OKLAHOMA,DEWEY,0,0,0,,,,,,
37220,OKLAHOMA,ELLIS,0,0,0,,,,,,
37230,OKLAHOMA,GARFIELD,0,0,"2,762",,,,,,
37240,OKLAHOMA,GARVIN,0,0,0,,,,,,
37250,OKLAHOMA,GRADY,0,0,0,,,,,,
37260,OKLAHOMA,GRANT,0,0,0,,,,,,
37270,OKLAHOMA,GREER,0,0,0,,,,,,
37280,OKLAHOMA,HARMON,0,0,0,,,,,,
37290,OKLAHOMA,HARPER,0,0,0,,,,,,
37300,OKLAHOMA,HASKELL,0,0,0,,,,,,
37310,OKLAHOMA,HUGHES,0,0,0,,,,,,
37320,OKLAHOMA,JACKSON,0,0,0,,,,,,
37330,OKLAHOMA,JEFFERSON,0,0,0,,,,,,
37340,OKLAHOMA,JOHNSTON,0,0,0,,,,,,
37350,OKLAHOMA,KAY,0,0,0,,,,,,
37360,OKLAHOMA,KINGFISHER,0,0,0,,,,,,
37370,OKLAHOMA,KIOWA,0,0,0,,,,,,
37380,OKLAHOMA,LATIMER,0,0,0,,,,,,
37390,OKLAHOMA,LE FLORE,0,0,"2,800",,,,,,
37400,OKLAHOMA,LINCOLN,0,0,0,,,,,,
37410,OKLAHOMA,LOGAN,0,0,"5,350",,,,,,
37420,OKLAHOMA,LOVE,0,0,"7,085",,,,,,
37430,OKLAHOMA,MCCLAIN,0,0,0,,,,,,
37440,OKLAHOMA,MCCURTAIN,0,0,0,,,,,,
37450,OKLAHOMA,MCINTOSH,0,0,0,,,,,,
37460,OKLAHOMA,MAJOR,0,0,0,,,,,,
37470,OKLAHOMA,MARSHALL,0,0,0,,,,,,
37480,OKLAHOMA,MAYES,0,0,0,,,,,,
37490,OKLAHOMA,MURRAY,0,0,0,,,,,,
37500,OKLAHOMA,MUSKOGEE,0,0,0,,,,,,
37510,OKLAHOMA,NOBLE,0,0,0,,,,,,
37520,OKLAHOMA,NOWATA,0,0,631,,,,,,
37530,OKLAHOMA,OKFUSKEE,0,0,0,,,,,,
37540,OKLAHOMA,OKLAHOMA,0,0,676,,,,,,
37550,OKLAHOMA,OKMULGEE,0,0,0,,,,,,
37560,OKLAHOMA,OSAGE,0,0,0,,,,,,
37570,OKLAHOMA,OTTAWA,0,0,270,,,,,,
37580,OKLAHOMA,PAWNEE,0,0,0,,,,,,
37590,OKLAHOMA,PAYNE,0,0,0,,,,,,
37600,OKLAHOMA,PITTSBURG,0,0,0,,,,,,
37610,OKLAHOMA,PONTOTOC,0,0,0,,,,,,
37620,OKLAHOMA,POTTAWATOMIE,0,0,0,,,,,,
37630,OKLAHOMA,PUSHMATAHA,0,0,0,,,,,,
37640,OKLAHOMA,ROGER MILLS,0,0,0,,,,,,
37650,OKLAHOMA,ROGERS,0,0,0,,,,,,
37660,OKLAHOMA,SEMINOLE,"3,989","3,989","4,062",,,,,,
37670,OKLAHOMA,SEQUOYAH,0,0,0,,,,,,
37680,OKLAHOMA,STEPHENS,0,0,0,,,,,,
37690,OKLAHOMA,TEXAS,0,0,0,,,,,,
37700,OKLAHOMA,TILLMAN,0,0,0,,,,,,
37710,OKLAHOMA,TULSA,"28,622","27,768","15,287",,,,,,
37720,OKLAHOMA,WAGONER,0,0,0,,,,,,
37730,OKLAHOMA,WASHINGTON,0,0,0,,,,,,
37740,OKLAHOMA,WASHITA,0,0,0,,,,,,
37750,OKLAHOMA,WOODS,0,0,"2,081",,,,,,
37760,OKLAHOMA,WOODWARD,0,0,0,,,,,,
38000,OREGON,BAKER,0,0,0,,,,,,
38010,OREGON,BENTON,0,0,0,,,,,,
38020,OREGON,CLACKAMAS,0,0,0,,,,,,
38030,OREGON,CLATSOP,0,0,0,,,,,,
38040,OREGON,COLUMBIA,"3,165","3,165","11,049",,,,,,
38050,OREGON,COOS,0,0,"1,942",,,,,,
38060,OREGON,CROOK,0,0,0,,,,,,
38070,OREGON,CURRY,0,0,0,,,,,,
38080,OREGON,DESCHUTES,"3,816","3,621","19,692",,,,,,
38090,OREGON,DOUGLAS,0,0,0,,,,,,
38100,OREGON,GILLIAM,0,0,0,,,,,,
38110,OREGON,GRANT,"15,183","15,182","5,308",,,,,,
38120,OREGON,HARNEY,0,0,0,,,,,,
38130,OREGON,HOOD RIVER,0,0,0,,,,,,
38140,OREGON,JACKSON,0,0,0,,,,,,
38150,OREGON,JEFFERSON,0,0,0,,,,,,
38160,OREGON,JOSEPHINE,0,0,0,,,,,,
38170,OREGON,KLAMATH,0,0,"5,266",,,,,,
38180,OREGON,LAKE,0,0,0,,,,,,
38190,OREGON,LANE,0,0,"7,356",,,,,,
38200,OREGON,LINCOLN,0,0,0,,,,,,
38210,OREGON,LINN,0,0,218,,,,,,
38220,OREGON,MALHEUR,0,0,"2,309",,,,,,
38230,OREGON,MARION,0,0,0,,,,,,
38240,OREGON,MORROW,0,0,"1,612",,,,,,
